Name,Card Link,Collector Number,Rarity,Domain 1,Domain 2,types,Subtype 1,Subtype 2,Subtype 3,Subtype 4,Subtype 5,supertypes,cmc,Energy,Power,Total Cost,Might,Description,ALT TEXT,Tags
"Azir, Sovereign",https://riftdecks.com/cards/details-azir-sovereign,SFD-177a/221,showcase,order,,unit,bird,azir,shurima,,,champion,4,4,,4,4,"[Accelerate]  (You may pay \[1]\[C] as an additional cost to have me enter ready.) 
When I attack, you may move any number of your token units to this battlefield.","Riftbound Unit: Azir, Sovereign. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
When I attack, you may move any number of your token units to this battlefield.",
Blade of the Ruined King,https://riftdecks.com/cards/details-blade-of-the-ruined-king,SFD-178/221,epic,order,,gear,equipment,,,,,,3,3,C,3C,4,"[Equip] — [C], Kill a friendly unit  (Pay the cost: Attach this to a unit you control.) ","Riftbound Gear: Blade of the Ruined King. [Equip] — [C], Kill a friendly unit (Pay the cost: Attach this to a unit you control.)",
Corina Veraza,https://riftdecks.com/cards/details-corina-veraza,SFD-179/221,epic,order,,unit,zaun,,,,,,7,7,C,7C,6,"[Accelerate]  (You may pay \[1]\[C] as an additional cost to have me enter ready.) 
When I move to a battlefield, play three 1 [S] Recruit unit tokens here.","Riftbound Unit: Corina Veraza. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
When I move to a battlefield, play three 1 [S] Recruit unit tokens here.",
"Fiora, Worthy",https://riftdecks.com/cards/details-fiora-worthy,SFD-180a/221,showcase,order,,unit,fiora,demacia,,,,champion,3,3,,3,3,"When a unit you control becomes [Mighty], you may pay [C] to ready it.  (A unit is Mighty while it has 5+ [S].) ","Riftbound Unit: Fiora, Worthy. When a unit you control becomes [Mighty], you may pay [C] to ready it. (A unit is Mighty while it has 5+ [S].)",
Danger Zone,https://riftdecks.com/cards/details-danger-zone,SFD-182/221,epic,fury,mind,spell,rumble,,,,,signature,1,1,C,1C,,"[Reaction]  (Play any time, even before spells and abilities resolve.) 
[Repeat] \[1]\[C]  (You may pay the additional cost to repeat this spell's effect.) 
Give your Mechs +1 [S] this turn.","Riftbound Spell: Danger Zone. [Reaction] (Play any time, even before spells and abilities resolve.)
[Repeat] [1][C] (You may pay the additional cost to repeat this spell's effect.)
Give your Mechs +1 [S] this turn.",
"Lucian, Purifier",https://riftdecks.com/cards/details-lucian-purifier,SFD-183/221,rare,fury,body,legend,lucian,,,,,legend,,,,-,,Your Equipment each give [Assault].  (+1 [S] while equipped unit is an attacker.) ,Riftbound Legend: Purifier. Your Equipment each give [Assault]. (+1 [S] while equipped unit is an attacker.),
Relentless Pursuit,https://riftdecks.com/cards/details-relentless-pursuit,SFD-184/221,epic,fury,body,spell,lucian,,,,,signature,2,2,C,2C,,"[Action]  (Play on your turn or in showdowns.) 
Move a friendly unit. You may attach an Equipment with the same controller to it. This turn, that unit has ""When I conquer, you may move me to my base.""","Riftbound Spell: Relentless Pursuit. [Action] (Play on your turn or in showdowns.)
Move a friendly unit. You may attach an Equipment with the same controller to it. This turn, that unit has ""When I conquer, you may move me to my base.""",
"Draven, Glorious Executioner",https://riftdecks.com/cards/details-draven-glorious-executioner,SFD-185/221,rare,fury,chaos,legend,draven,,,,,legend,,,,-,,"When you win a combat, draw 1.  (You win if only your units remain after combat.) ","Riftbound Legend: Glorious Executioner. When you win a combat, draw 1. (You win if only your units remain after combat.)",
Spinning Axe,https://riftdecks.com/cards/details-spinning-axe,SFD-186/221,epic,fury,chaos,gear,draven,equipment,,,,signature,2,2,C,2C,3,"[Quick-Draw]  (This has [Reaction]. When you play it, attach it to a unit you control.) 
[Equip] [C]  ([C]: Attach this to a unit you control.) 
[Temporary]  (If this is unattached, kill it at the start of its controller's Beginning Phase, before scoring.) ","Riftbound Gear: Spinning Axe. [Quick-Draw] (This has [Reaction]. When you play it, attach it to a unit you control.)
[Equip] [C] ([C]: Attach this to a unit you control.)
[Temporary] (If this is unattached, kill it at the start of its controller's Beginning Phase, before scoring.)",
"Reksai, Void Burrower",https://riftdecks.com/cards/details-reksai-void-burrower,SFD-187/221,rare,fury,order,legend,reksai,,,,,legend,,,,-,,"When you conquer, you may exhaust me to reveal the top 2 cards of your Main Deck. You may play one. Then recycle the rest.","Riftbound Legend: Void Burrower. When you conquer, you may exhaust me to reveal the top 2 cards of your Main Deck. You may play one. Then recycle the rest.",
Void Rush,https://riftdecks.com/cards/details-void-rush,SFD-188/221,epic,fury,order,spell,reksai,,,,,signature,2,2,C,2C,,"Reveal the top 2 cards of your Main Deck. You may play one of them, reducing its cost by [2]. Draw any you did not play this way.","Riftbound Spell: Void Rush. Reveal the top 2 cards of your Main Deck. You may play one of them, reducing its cost by [2]. Draw any you did not play this way.",
"Ornn, Fire Below the Mountain",https://riftdecks.com/cards/details-ornn-fire-below-the-mountain,SFD-189/221,rare,calm,mind,legend,ornn,,,,,legend,,,,-,,[T]: [Reaction] — [Add] [A]. Use only to play gear or use gear abilities.  (Abilities that add resources can't be reacted to.) ,Riftbound Legend: Fire Below the Mountain. [T]: [Reaction] — [Add] [A]. Use only to play gear or use gear abilities. (Abilities that add resources can't be reacted to.),
Forgefire Cape,https://riftdecks.com/cards/details-forgefire-cape,SFD-190/221,epic,calm,mind,gear,ornn,equipment,,,,signature,4,4,CC,4CC,3,"[Unique]** ** (Your deck can have only 1 card with this name.) 
[Equip] [C]  ([C]: Attach this to a unit you control.) ",Riftbound Gear: Forgefire Cape. [Unique] (Your deck can have only 1 card with this name.)[Equip] [C] ([C]: Attach this to a unit you control.),
Rabadon's Deathcrown,https://riftdecks.com/cards/details-rabadons-deathcrown,SFD-191/221,epic,calm,mind,gear,ornn,equipment,,,,signature,4,4,CC,4CC,3,[Unique]** ** (Your deck can have only 1 card with this name.)  [Equip] [C]  ([C]: Attach this to a unit you control.) ,Riftbound Gear: Rabadon's Deathcrown. [Unique] (Your deck can have only 1 card with this name.) [Equip] [C] ([C]: Attach this to a unit you control.),
Shurelya's Requiem,https://riftdecks.com/cards/details-shurelyas-requiem,SFD-192/221,epic,calm,mind,gear,ornn,equipment,,,,signature,4,4,CC,4CC,2,"[Unique]** ** (Your deck can have only 1 card with this name.)  [Equip] [C]  ([C]: Attach this to a unit you control.)  When you play this, ready your units.","Riftbound Gear: Shurelya's Requiem. [Unique] (Your deck can have only 1 card with this name.) [Equip] [C] ([C]: Attach this to a unit you control.) When you play this, ready your units.",
Counter Strike,https://riftdecks.com/cards/details-counter-strike,SFD-194/221,epic,calm,body,spell,jax,,,,,signature,2,2,C,2C,,"[Reaction]  (Play any time, even before spells and abilities resolve.) 
Choose a unit. The next time that unit would be dealt damage this turn, prevent it. Draw 1.","Riftbound Spell: Counter Strike. [Reaction] (Play any time, even before spells and abilities resolve.)
Choose a unit. The next time that unit would be dealt damage this turn, prevent it. Draw 1.",
"Irelia, Blade Dancer",https://riftdecks.com/cards/details-irelia-blade-dancer,SFD-195/221,rare,calm,chaos,legend,irelia,,,,,legend,,,,-,,"When you choose a friendly unit, you may exhaust me and pay [A] to ready it.
When you conquer, you may pay [1] to ready me.","Riftbound Legend: Blade Dancer. When you choose a friendly unit, you may exhaust me and pay [A] to ready it.
When you conquer, you may pay [1] to ready me.",
Defiant Dance,https://riftdecks.com/cards/details-defiant-dance,SFD-196/221,epic,calm,chaos,spell,irelia,,,,,signature,1,1,C,1C,,"[Reaction]  (Play any time, even before spells and abilities resolve.) 
Give a unit +2 [S] this turn and another unit -2 [S] this turn.","Riftbound Spell: Defiant Dance. [Reaction] (Play any time, even before spells and abilities resolve.)
Give a unit +2 [S] this turn and another unit -2 [S] this turn.",
"Azir, Emperor of the Sands",https://riftdecks.com/cards/details-azir-emperor-of-the-sands,SFD-197/221,rare,calm,order,legend,azir,,,,,legend,,,,-,,"Sand Soldiers you play have [Weaponmaster].  (When they're played, you may [Equip] one of your Equipment to them for [A] less.) 
[1], [T]: Play a 2 [S] Sand Soldier unit token to your base. Use only if you've played an Equipment this turn.","Riftbound Legend: Emperor of the Sands. Sand Soldiers you play have [Weaponmaster]. (When they're played, you may [Equip] one of your Equipment to them for [A] less.)
[1], [T]: Play a 2 [S] Sand Soldier unit token to your base. Use only if you've played an Equipment this turn.",
Arise!,https://riftdecks.com/cards/details-arise,SFD-198/221,epic,calm,order,spell,azir,,,,,signature,6,6,C,6C,,Play a 2 [S] Sand Soldier unit token for each Equipment you control. Then ready two of them.,Riftbound Spell: Arise!. Play a 2 [S] Sand Soldier unit token for each Equipment you control. Then ready two of them.,
Arcane Shift,https://riftdecks.com/cards/details-arcane-shift,SFD-200/221,epic,mind,chaos,spell,ezreal,,,,,signature,3,3,C,3C,,"[Action]  (Play on your turn or in showdowns.) 
Banish a friendly unit, then its owner plays it, ignoring its cost. Deal 3 to an enemy unit at a battlefield. Banish this.","Riftbound Spell: Arcane Shift. [Action] (Play on your turn or in showdowns.)
Banish a friendly unit, then its owner plays it, ignoring its cost. Deal 3 to an enemy unit at a battlefield. Banish this.",
"Renata Glasc, Chem-Baroness",https://riftdecks.com/cards/details-renata-glasc-chem-baroness,SFD-201/221,rare,mind,order,legend,renataglasc,,,,,legend,,,,-,,"When you or an ally hold, you may exhaust me to play a Gold gear token exhausted.
While your score is within 3 points of the Victory Score, your Gold [ADD] an additional [1].","Riftbound Legend: Chem-Baroness. When you or an ally hold, you may exhaust me to play a Gold gear token exhausted.
While your score is within 3 points of the Victory Score, your Gold [ADD] an additional [1].",
Hostile Takeover,https://riftdecks.com/cards/details-hostile-takeover,SFD-202/221,epic,mind,order,spell,renataglasc,,,,,signature,5,5,CC,5CC,,"[Hidden]  (Hide now for [A] to react with later for [0].) 
Take control of an enemy unit at a battlefield. Ready it.  (Start a combat if other enemies are there. Otherwise, conquer.) 
Lose control of that unit and recall it at end of turn.  (Send it to base. This isn't a move.) ","Riftbound Spell: Hostile Takeover. [Hidden] (Hide now for [A] to react with later for [0].)
Take control of an enemy unit at a battlefield. Ready it. (Start a combat if other enemies are there. Otherwise, conquer.)
Lose control of that unit and recall it at end of turn. (Send it to base. This isn't a move.)",
"Sivir, Battle Mistress",https://riftdecks.com/cards/details-sivir-battle-mistress,SFD-203/221,rare,body,chaos,legend,sivir,,,,,legend,,,,-,,"When you recycle a rune, you may exhaust me to play a Gold gear token exhausted.
When one or more enemy units die, ready me.","Riftbound Legend: Battle Mistress. When you recycle a rune, you may exhaust me to play a Gold gear token exhausted.
When one or more enemy units die, ready me.",
On the Hunt,https://riftdecks.com/cards/details-on-the-hunt,SFD-204/221,epic,body,chaos,spell,sivir,,,,,signature,1,1,CC,1CC,,Ready your units.,Riftbound Spell: On the Hunt. Ready your units.,
"Fiora, Grand Duelist",https://riftdecks.com/cards/details-fiora-grand-duelist,SFD-205/221,rare,body,order,legend,fiora,,,,,legend,,,,-,,"When one of your units becomes [Mighty], you may exhaust me to channel 1 rune exhausted.  (A unit is Mighty while it has 5+ [S].) ","Riftbound Legend: Grand Duelist. When one of your units becomes [Mighty], you may exhaust me to channel 1 rune exhausted. (A unit is Mighty while it has 5+ [S].)",
Riposte,https://riftdecks.com/cards/details-riposte,SFD-206/221,epic,body,order,spell,fiora,,,,,signature,2,2,CC,2CC,,"[Reaction]  (Play any time, even before spells and abilities resolve.) 
Choose a friendly unit and a spell. Counter that spell and give that unit +[S] equal to that spell's Energy cost this turn.","Riftbound Spell: Riposte. [Reaction] (Play any time, even before spells and abilities resolve.)
Choose a friendly unit and a spell. Counter that spell and give that unit +[S] equal to that spell's Energy cost this turn.",
Emperor's Dais,https://riftdecks.com/cards/details-emperors-dais,SFD-207/221,uncommon,colorless,,battlefield,,,,,,,,,,-,,"When you conquer here, you may pay [1] and return a unit you control here to its owner's hand. If you do, play a 2 [S] Sand Soldier unit token here.","Riftbound Battlefield: Emperor's Dais. When you conquer here, you may pay [1] and return a unit you control here to its owner's hand. If you do, play a 2 [S] Sand Soldier unit token here.",
Forge of the Fluft,https://riftdecks.com/cards/details-forge-of-the-fluft,SFD-208/221,uncommon,colorless,,battlefield,,,,,,,,,,-,,"While you control this battlefield, friendly legends have ""[T]: Attach an Equipment you control to a unit you control.""","Riftbound Battlefield: Forge of the Fluft. While you control this battlefield, friendly legends have ""[T]: Attach an Equipment you control to a unit you control.""",
Forgotten Monument,https://riftdecks.com/cards/details-forgotten-monument,SFD-209/221,uncommon,colorless,,battlefield,,,,,,,,,,-,,Players can't score here until their third turn.,Riftbound Battlefield: Forgotten Monument. Players can't score here until their third turn.,
Hall of Legends,https://riftdecks.com/cards/details-hall-of-legends,SFD-210/221,uncommon,colorless,,battlefield,,,,,,,,,,-,,"When you conquer here, you may pay [1] to ready your legend.","Riftbound Battlefield: Hall of Legends. When you conquer here, you may pay [1] to ready your legend.",
Marai Spire,https://riftdecks.com/cards/details-marai-spire,SFD-211/221,uncommon,colorless,,battlefield,,,,,,,,,,-,,"While you control this battlefield, friendly [Repeat] costs cost [1] less.","Riftbound Battlefield: Marai Spire. While you control this battlefield, friendly [Repeat] costs cost [1] less.",
Minefield,https://riftdecks.com/cards/details-minefield,SFD-212/221,uncommon,colorless,,battlefield,,,,,,,,,,-,,"When you conquer here, put the top 2 cards of your Main Deck into your trash.","Riftbound Battlefield: Minefield. When you conquer here, put the top 2 cards of your Main Deck into your trash.",
Ornn's Forge,https://riftdecks.com/cards/details-ornns-forge,SFD-213/221,uncommon,colorless,,battlefield,,,,,,,,,,-,,"While you control this battlefield, the first friendly non-token gear played each turn costs [1] less.","Riftbound Battlefield: Ornn's Forge. While you control this battlefield, the first friendly non-token gear played each turn costs [1] less.",
Power Nexus,https://riftdecks.com/cards/details-power-nexus,SFD-214/221,uncommon,colorless,,battlefield,,,,,,,,,,-,,"When you hold here, you may pay \[A]\[A]\[A]\[A] to score 1 point.","Riftbound Battlefield: Power Nexus. When you hold here, you may pay [A][A][A][A] to score 1 point.",
Ravenbloom Conservatory,https://riftdecks.com/cards/details-ravenbloom-conservatory,SFD-215/221,uncommon,colorless,,battlefield,,,,,,,,,,-,,"When you defend here, reveal the top card of your Main Deck. If it's a spell, put it in your hand. Otherwise, recycle it.","Riftbound Battlefield: Ravenbloom Conservatory. When you defend here, reveal the top card of your Main Deck. If it's a spell, put it in your hand. Otherwise, recycle it.",
